Gender,Age,Income Level,Region,Contract Type,Tenure,Account Type,Billing Method,Payment Method,Monthly Charges,Total Charges,Call Usage (mins),Internet Service,Data Usage (GB),Streaming Services,Value-Added Services,Device Protection Plan,Number of Complaints,Response Time (hrs),Customer Support Calls,Satisfaction Score,Service Downgrades,Contract Changes,Churn Label,Onboarding Experience,Login Frequency,App Engagement
Non-binary,54,Low,West,One-year,45,Postpaid,Paperless,Cash,95.8,411.84,549.17,None,362.21,No,Yes,No,10,21.66,1,2.86,0,Yes,Yes,6.09,32,2.78
Female,75,Medium,West,One-year,6,Prepaid,Mailed,Bank Transfer,157.28,482.72,736.52,DSL,151.06,Yes,Yes,No,9,15.03,12,1.21,3,Yes,Yes,8.07,10,2.09
Male,64,Medium,East,One-year,58,Prepaid,Paperless,Credit Card,44.09,2224.14,928.56,DSL,409.8,Yes,Yes,Yes,10,27.9,15,5.52,1,Yes,Yes,8.45,23,1.22
Female,50,High,South,Two-year,56,Postpaid,Mailed,Cash,147.12,5820.52,817.87,Fiber optic,371.23,No,Yes,No,9,19.71,2,6.16,3,No,Yes,1.42,0,8.76
Non-binary,59,High,North,Two-year,46,Postpaid,Paperless,Bank Transfer,188.63,8480.97,767.93,DSL,199.27,Yes,No,No,5,9.28,7,8.52,5,No,Yes,7.9,46,0.9
Female,59,High,South,One-year,38,Prepaid,Paperless,Cash,85.11,9336.54,69.32,DSL,287.47,Yes,No,No,8,24.29,17,4.82,4,No,No,8.76,22,4.46
Male,72,Low,South,One-year,34,Postpaid,Paperless,Bank Transfer,174.1,9074.37,505.87,Fiber optic,380.61,No,Yes,Yes,4,28.77,17,8.82,2,Yes,Yes,8.15,31,9.37
Female,26,Low,West,Month-to-month,20,Postpaid,Paperless,Credit Card,196.99,966.84,995.12,None,356.03,No,Yes,No,1,6.87,12,9.96,1,Yes,Yes,7,44,4.47
Female,56,Low,North,Month-to-month,14,Prepaid,Mailed,Credit Card,91.09,3552.25,863.92,Fiber optic,374.1,Yes,No,Yes,3,32.13,19,1.3,2,No,Yes,3.81,24,1.8
Non-binary,37,Low,South,Two-year,50,Postpaid,Mailed,Cash,191.12,5737.63,875.36,None,413.1,Yes,No,No,10,29.71,19,7.8,1,Yes,No,8.2,35,0.36
Female,77,High,East,Two-year,32,Postpaid,Paperless,Cash,187.71,1365.57,928.33,None,464.38,Yes,Yes,No,0,29.71,5,7.37,2,Yes,No,6.09,21,0.09
Non-binary,31,Low,East,Two-year,4,Postpaid,Paperless,Bank Transfer,164.09,7887.17,422.45,DSL,142.71,No,Yes,No,2,11.23,7,6.19,2,Yes,Yes,6.62,36,1.23
Female,47,High,North,One-year,34,Prepaid,Paperless,Credit Card,167.64,5376.47,955.37,Fiber optic,40.68,No,No,No,0,9.53,7,2.22,1,Yes,Yes,6.59,3,4.3
Male,29,Low,North,One-year,62,Prepaid,Mailed,Bank Transfer,148.22,4522.85,122.45,DSL,481.51,Yes,No,No,7,7.03,12,3.55,1,Yes,No,3.73,45,9.84
Non-binary,21,Low,East,Two-year,47,Prepaid,Mailed,Cash,35.03,8222.11,280.6,Fiber optic,376.57,Yes,Yes,Yes,2,34.44,20,9.79,4,No,No,7.69,44,0.7
Non-binary,39,Low,West,One-year,10,Prepaid,Mailed,Credit Card,167.37,6045.95,484.58,Fiber optic,162.48,No,Yes,No,7,16.14,17,2.64,4,No,Yes,8.07,39,9.61
Male,22,High,East,Two-year,38,Prepaid,Paperless,Cash,30.01,4505.13,116.41,None,142.4,Yes,No,No,4,14.52,3,2.69,4,Yes,No,4.61,49,6.16
Female,19,Low,West,Month-to-month,66,Postpaid,Paperless,Credit Card,58.27,6310.53,451.24,DSL,12.2,Yes,Yes,No,0,23.16,12,2.56,4,No,No,9.15,30,4.33
Male,24,High,North,One-year,20,Postpaid,Mailed,Cash,112.99,879.06,879.52,None,248.94,Yes,Yes,No,10,43.72,4,9.63,4,No,Yes,3.18,34,6.6
Non-binary,22,Low,South,One-year,44,Postpaid,Paperless,Cash,51.15,8229.77,233.55,Fiber optic,133.99,No,Yes,No,3,40.05,1,9.26,1,Yes,No,3.56,0,6.59
Female,71,Medium,North,Two-year,55,Prepaid,Mailed,Bank Transfer,189.23,7540.15,102.9,Fiber optic,417.56,No,Yes,Yes,4,43.75,4,2.56,3,Yes,No,6.71,15,4.86
Non-binary,77,Medium,South,Month-to-month,41,Prepaid,Mailed,Credit Card,138.94,1600.03,285.46,None,189.15,No,Yes,No,4,33.57,3,7.25,2,Yes,No,5.73,29,0.06
Non-binary,76,High,West,One-year,24,Postpaid,Mailed,Credit Card,159.56,1065.9,273.32,None,23.2,Yes,Yes,Yes,8,2.91,8,3.93,3,No,Yes,6.56,32,4.15
Female,24,Low,North,Month-to-month,69,Postpaid,Mailed,Bank Transfer,164.6,4372.23,916.31,Fiber optic,102.67,No,No,Yes,2,6.94,11,9.93,2,Yes,No,4.69,42,0.41
Male,30,Medium,West,Month-to-month,2,Postpaid,Paperless,Bank Transfer,96.05,7090.13,244.08,Fiber optic,434.4,No,No,No,9,31.8,6,9.62,5,No,Yes,6.21,10,2.71
Non-binary,75,Low,North,Two-year,6,Prepaid,Paperless,Bank Transfer,99.74,6463.93,514.34,Fiber optic,126.11,Yes,No,No,3,14.63,3,1.57,1,Yes,Yes,2.06,30,6.02
Non-binary,39,Low,South,One-year,41,Postpaid,Mailed,Credit Card,184.5,2679.23,161.67,DSL,403.32,No,No,Yes,9,2.77,17,8.65,0,No,Yes,9.95,47,0.91
Female,46,Low,West,Month-to-month,33,Postpaid,Mailed,Credit Card,110.58,3522.3,823.44,None,215.61,No,No,No,1,46.26,0,2.47,1,No,Yes,1.79,21,1.67
Non-binary,73,High,North,Two-year,45,Prepaid,Mailed,Credit Card,192.24,1436.09,300.1,Fiber optic,48.01,Yes,Yes,No,4,36.97,2,1.42,4,Yes,No,2.8,18,9.01
Non-binary,45,Medium,East,Two-year,11,Postpaid,Paperless,Bank Transfer,85.97,6401.85,161.17,Fiber optic,294.27,No,Yes,Yes,1,29.14,16,2.74,1,Yes,Yes,7.29,1,9.45
Female,56,High,South,Two-year,18,Postpaid,Paperless,Cash,25.23,5795.46,564.37,Fiber optic,136.05,Yes,Yes,No,2,30.8,14,3.44,0,No,No,5.91,48,0.98
Male,69,Medium,North,Month-to-month,48,Prepaid,Mailed,Credit Card,33.92,4268.78,226.68,DSL,259.81,Yes,Yes,No,0,25.5,6,5.31,5,No,Yes,9.63,23,5.57
Female,47,Medium,North,Month-to-month,48,Prepaid,Paperless,Credit Card,121.83,1101.76,291.56,Fiber optic,251.03,Yes,Yes,No,1,47.33,14,9.4,4,Yes,Yes,9.71,44,7.79
Non-binary,73,Medium,West,Month-to-month,13,Postpaid,Paperless,Cash,68.16,7628.86,845.38,DSL,146.62,No,No,No,10,45.08,10,5.15,3,No,No,8.81,5,0.71
Female,40,High,North,Month-to-month,22,Prepaid,Paperless,Credit Card,32.13,4589.58,238.3,None,208.69,No,No,No,1,2.37,15,3.51,2,No,No,7.78,39,5.34
Female,33,High,West,Two-year,28,Postpaid,Paperless,Bank Transfer,83.71,570.53,644.93,Fiber optic,272.9,No,No,No,0,8.49,17,8.57,1,No,No,4.71,35,6.91
Male,68,High,North,Month-to-month,60,Postpaid,Paperless,Bank Transfer,175.1,4165.54,565.85,None,68.55,No,No,Yes,9,37.4,8,2.94,1,No,No,7.06,41,6.46
Female,51,Low,East,Month-to-month,34,Postpaid,Mailed,Bank Transfer,143.11,3574.56,141.22,DSL,243.47,Yes,Yes,No,8,6.95,17,2.68,1,Yes,Yes,4.91,19,1.79
Non-binary,18,Low,South,Month-to-month,43,Prepaid,Paperless,Credit Card,151.42,371.55,702.05,None,354.52,Yes,Yes,No,1,44.38,19,1.8,1,No,No,3.84,0,4.58
Non-binary,37,Low,West,Two-year,24,Postpaid,Mailed,Credit Card,91.59,6209.5,809.68,None,367.76,No,No,No,5,40.8,0,7.61,2,Yes,Yes,8.1,12,3.67
Female,55,High,North,Month-to-month,51,Postpaid,Paperless,Credit Card,87.72,457.08,74.99,None,268.1,No,No,No,4,46.02,9,6.37,2,Yes,Yes,8.46,1,7.7
Non-binary,56,High,North,Two-year,54,Prepaid,Mailed,Credit Card,124.06,3771.79,325.65,None,34.36,Yes,No,Yes,6,40.61,2,8.47,0,No,Yes,8,30,3.27
Male,66,Low,East,Two-year,31,Prepaid,Paperless,Credit Card,137.03,3080.87,560.34,None,73.28,No,Yes,Yes,3,8.62,0,8.14,5,No,No,6.35,20,9.68
Male,29,Medium,South,Month-to-month,38,Prepaid,Mailed,Bank Transfer,138.36,5436.57,601.63,None,443.38,No,No,Yes,5,40.09,9,1.38,0,Yes,No,7.78,21,4.14
Female,22,Medium,West,Two-year,50,Postpaid,Mailed,Credit Card,157.84,2642.75,847.85,Fiber optic,141.42,No,Yes,Yes,0,44.46,14,1.4,3,Yes,Yes,9.47,26,1.95
Non-binary,70,Low,North,Two-year,37,Prepaid,Paperless,Credit Card,82.67,2475.22,943.86,DSL,474.48,Yes,No,Yes,7,14.47,9,4.93,5,Yes,No,7.41,24,9.2
Non-binary,22,Medium,South,Month-to-month,20,Postpaid,Mailed,Credit Card,141.47,569.8,75.39,None,9.12,No,No,No,10,31.53,18,2.9,5,Yes,Yes,8.74,25,4.8
Female,48,Low,South,One-year,38,Prepaid,Mailed,Credit Card,134.38,6572.62,802.18,Fiber optic,477.81,No,Yes,Yes,0,26.15,0,2.01,1,Yes,No,8.99,23,6.6
Female,60,High,West,Two-year,45,Postpaid,Paperless,Credit Card,22.06,3557.03,320.46,Fiber optic,381.17,No,Yes,Yes,5,40.95,16,5.66,0,No,Yes,4.39,36,6.09
Female,28,Low,North,Month-to-month,56,Postpaid,Mailed,Credit Card,181.44,8105.28,811.69,None,289.78,Yes,Yes,Yes,9,35.74,16,6.5,4,No,Yes,6.29,11,9.12
Female,72,High,South,Two-year,44,Postpaid,Mailed,Cash,21.46,6746.03,207.96,Fiber optic,353.51,Yes,No,Yes,9,40.82,17,5.19,5,Yes,No,9.11,29,6.65
Male,56,Low,South,Month-to-month,37,Postpaid,Paperless,Cash,31.43,4541.83,718.68,Fiber optic,312.86,Yes,Yes,No,2,6.07,8,7.93,2,No,Yes,9.69,1,7.34
Female,64,High,South,Two-year,67,Postpaid,Mailed,Cash,74.33,7939.94,312.68,None,132.62,No,Yes,Yes,10,35.67,2,6.88,4,Yes,Yes,5.97,31,7.32
Male,47,Low,South,Month-to-month,62,Prepaid,Mailed,Cash,191.47,9984.11,457.72,None,342.82,Yes,No,Yes,1,33.33,15,7.93,5,No,Yes,3.98,34,3.37
Male,67,Medium,West,One-year,48,Postpaid,Paperless,Credit Card,96.45,1732.09,564.66,None,374.27,Yes,No,No,2,6.04,3,4.64,5,Yes,No,6.8,38,9.63
Female,43,Medium,East,Two-year,10,Postpaid,Paperless,Credit Card,20.52,709.77,195.94,DSL,493.66,No,Yes,Yes,7,12.1,16,2.43,3,Yes,Yes,7.64,46,7.72
Non-binary,63,High,North,One-year,40,Postpaid,Mailed,Cash,20.36,8539.68,646.75,Fiber optic,426.61,Yes,Yes,Yes,8,32.31,15,6.48,0,Yes,Yes,5.1,0,1.26
Male,79,High,North,One-year,22,Prepaid,Paperless,Bank Transfer,34.3,9541.3,185.17,DSL,433.65,Yes,Yes,Yes,7,12.71,9,7.53,4,No,Yes,1.29,0,6.92
Male,31,Low,East,Month-to-month,47,Postpaid,Mailed,Bank Transfer,171.07,2191.31,999.49,None,469,No,Yes,Yes,8,24.67,6,5.37,4,No,Yes,9.01,43,1.68
Female,50,Low,East,Month-to-month,49,Prepaid,Paperless,Cash,95.05,8991.24,841.85,Fiber optic,119.18,No,Yes,Yes,4,41.42,18,9.01,3,Yes,No,1.17,41,8.38
Female,27,High,East,Month-to-month,56,Postpaid,Mailed,Bank Transfer,151.06,7703.29,389.65,None,340.16,No,Yes,Yes,8,33.08,2,3.67,2,Yes,Yes,2.12,3,6.12
Female,71,Medium,North,Month-to-month,61,Prepaid,Paperless,Credit Card,95.28,1244.67,151.13,DSL,128.1,No,No,No,10,26.61,11,8.89,5,Yes,Yes,6.25,33,1.83
Female,68,Low,East,Two-year,22,Postpaid,Mailed,Credit Card,119.06,1512.06,940.96,None,378.16,Yes,Yes,Yes,2,34.75,2,6.78,3,No,Yes,6.53,22,1.13
Female,47,High,East,Month-to-month,50,Postpaid,Paperless,Cash,52.98,8370.89,168.89,DSL,63.08,Yes,No,Yes,3,17.42,0,7.42,5,Yes,Yes,7.03,26,3.08
Female,41,High,West,Two-year,18,Prepaid,Paperless,Cash,64.03,3256.82,159.01,None,229.92,Yes,No,No,9,12.39,4,8.98,3,Yes,Yes,4.53,3,8.53
Male,26,Low,West,Two-year,4,Prepaid,Paperless,Credit Card,177.6,6879.58,812.25,DSL,199.61,No,No,Yes,10,33.22,20,1.99,1,Yes,No,3.19,24,8.69
Male,68,High,North,One-year,24,Prepaid,Paperless,Cash,93.49,5468.54,682.36,Fiber optic,305.75,Yes,No,Yes,10,10,14,9.57,0,No,No,8.5,30,9.15
Male,33,Low,North,Month-to-month,6,Postpaid,Paperless,Bank Transfer,65.75,7024.1,65.61,Fiber optic,24.4,Yes,No,Yes,6,21.19,11,9.04,1,No,Yes,8.07,42,8.56
Male,26,High,North,One-year,5,Prepaid,Mailed,Cash,158.18,5534.78,363.68,Fiber optic,204.72,Yes,No,Yes,0,14.82,14,1.73,5,No,No,3.39,21,8.63
Female,58,Medium,West,One-year,59,Postpaid,Mailed,Bank Transfer,80.79,1200.94,366.3,None,333.83,Yes,No,Yes,2,32.96,5,5.83,2,No,No,8.27,33,6.69
Male,57,High,South,Two-year,56,Prepaid,Paperless,Credit Card,175.79,5847.82,807.72,None,491.14,Yes,Yes,Yes,9,33.23,0,5.92,2,Yes,No,5.67,15,0.84
Male,32,Medium,East,Month-to-month,63,Prepaid,Mailed,Credit Card,146.96,970.26,255.9,DSL,64.15,No,Yes,Yes,0,15.57,5,9.19,0,No,No,8.35,48,4.59
Non-binary,37,High,North,Month-to-month,52,Prepaid,Mailed,Credit Card,28.23,2840.12,239.69,None,363.51,Yes,Yes,No,9,40.44,14,2.97,5,No,Yes,4.31,25,3.96
Male,64,Low,North,Two-year,64,Prepaid,Mailed,Credit Card,42.6,3293.32,221.79,Fiber optic,423.62,No,No,No,2,46.37,2,5.13,3,No,No,5.88,12,4.41
Female,33,Low,East,Month-to-month,31,Prepaid,Mailed,Credit Card,51.43,9440,846.26,DSL,295.24,No,No,No,7,28.79,14,4.1,2,No,No,7.51,49,1.79
Non-binary,44,Medium,South,One-year,26,Postpaid,Mailed,Credit Card,197.81,8117.09,753.23,DSL,220.83,No,No,No,3,3.31,17,5.45,2,No,Yes,3.51,6,1.43
Male,80,High,West,Two-year,20,Prepaid,Paperless,Cash,104.19,9772.34,201.72,None,102.48,No,No,Yes,2,35.41,17,8.1,1,No,Yes,8.24,43,8.34
Male,67,High,West,One-year,57,Prepaid,Mailed,Bank Transfer,61.32,259.91,202.51,DSL,146.8,No,Yes,No,6,29.82,6,8.46,2,Yes,Yes,3.12,44,0.84
Male,18,High,South,Month-to-month,39,Prepaid,Paperless,Bank Transfer,134.88,6649.89,585.65,DSL,232.72,Yes,No,No,2,5,13,9.53,2,No,Yes,8.35,14,8.74
Non-binary,63,Low,East,Two-year,43,Postpaid,Paperless,Bank Transfer,99.07,3713.37,728.88,DSL,148.52,No,No,Yes,8,3.63,4,8.41,4,Yes,Yes,9.46,25,6.14
Female,52,Medium,East,Month-to-month,26,Postpaid,Paperless,Bank Transfer,66.03,1517.38,297.61,DSL,80.26,No,Yes,Yes,0,12.49,4,2.44,4,No,Yes,6.33,21,0.33
Non-binary,56,Medium,East,Two-year,62,Prepaid,Paperless,Bank Transfer,51.01,6357.56,262.5,DSL,220.57,Yes,Yes,No,1,23.34,10,1.54,0,No,Yes,9.47,40,6.11
Female,30,High,North,Two-year,35,Prepaid,Mailed,Bank Transfer,22.41,3007.2,938.12,DSL,275.75,No,No,Yes,3,17.88,1,1.36,0,Yes,No,8.62,7,3.29
Female,73,High,South,Month-to-month,8,Prepaid,Mailed,Bank Transfer,93.73,4617.85,765.09,Fiber optic,270.02,Yes,No,No,3,31.5,20,1.67,1,No,No,8.94,25,4.74
Non-binary,80,Low,West,Month-to-month,37,Prepaid,Mailed,Credit Card,56.12,7369.31,277.57,Fiber optic,281.63,No,Yes,Yes,0,24.52,14,2.43,4,No,Yes,8.76,42,8.51
Male,74,High,East,One-year,9,Prepaid,Paperless,Bank Transfer,177.93,9330.9,770.46,DSL,352.61,Yes,Yes,No,7,17.56,10,2.51,0,Yes,Yes,3.18,45,4.41
Non-binary,41,Medium,North,Two-year,38,Postpaid,Paperless,Credit Card,104.96,8312.07,731.8,None,382,Yes,Yes,No,9,41.31,17,1.66,4,No,No,6.52,32,8.68
Female,48,Medium,South,Two-year,19,Prepaid,Mailed,Bank Transfer,121.49,1215.22,419.17,DSL,423.55,No,No,No,5,35.75,15,5.31,4,No,Yes,9.86,29,8.55
Male,29,High,South,Two-year,2,Prepaid,Paperless,Credit Card,152.29,9769.41,445.07,Fiber optic,2.12,Yes,Yes,Yes,2,19.39,0,1.34,1,No,Yes,5.62,5,6.03
Male,71,Low,North,One-year,12,Postpaid,Paperless,Credit Card,23.12,7068.36,179.69,None,13.13,Yes,No,No,2,18.04,16,1.22,3,Yes,No,9.3,40,9.6
Male,30,High,South,Two-year,52,Prepaid,Mailed,Bank Transfer,45.93,8146.84,896.89,None,86.49,Yes,No,Yes,2,34.43,8,7.17,4,No,Yes,4.88,15,4.54
Male,61,Medium,North,One-year,38,Prepaid,Paperless,Bank Transfer,193.98,1456.89,929.08,DSL,283.27,No,Yes,No,1,37.29,15,3.17,1,Yes,No,9.58,20,6.46
Female,31,High,East,Two-year,27,Prepaid,Mailed,Bank Transfer,92.46,5729.56,372.81,None,395.89,No,No,No,5,1.23,15,6.15,4,Yes,Yes,7.1,11,0.11
Female,51,Medium,East,One-year,51,Postpaid,Mailed,Cash,127.34,6555.72,823.79,DSL,337.94,Yes,No,Yes,9,13.59,16,3.51,4,Yes,No,1.47,6,9.03
Female,39,Medium,South,Two-year,5,Postpaid,Mailed,Cash,62.8,1287.27,176.89,None,119.66,No,Yes,No,0,13.49,18,7.85,3,No,No,4.24,34,0.89
Non-binary,76,Low,East,One-year,6,Postpaid,Mailed,Credit Card,40.97,4138.01,598.73,Fiber optic,407.48,Yes,No,No,5,4.02,8,9.01,0,No,No,4.65,39,0.23
Male,62,Medium,East,Month-to-month,61,Prepaid,Paperless,Cash,175.88,1214.77,63.36,None,112.49,Yes,Yes,No,2,21.09,18,6.52,5,Yes,Yes,8.45,5,8.66
Female,64,Medium,East,One-year,46,Postpaid,Mailed,Credit Card,166.57,8398.34,950.37,None,361.06,No,No,No,9,46.29,11,9.68,3,Yes,No,8.1,12,9.12
Non-binary,21,Medium,South,Two-year,61,Prepaid,Paperless,Bank Transfer,117.55,624.12,813.61,None,84.75,Yes,Yes,No,3,9.2,2,3.09,2,Yes,Yes,3.8,4,4.78
Female,61,High,North,Month-to-month,48,Postpaid,Paperless,Credit Card,91.92,7324.42,837.98,Fiber optic,10.76,Yes,No,No,0,29.94,0,5.15,2,Yes,No,3.34,1,2.33
Non-binary,45,High,South,Month-to-month,33,Postpaid,Paperless,Bank Transfer,86.78,591.44,890.78,Fiber optic,302.05,Yes,No,Yes,1,12.06,7,3.86,1,Yes,Yes,5.47,11,9.75
Female,58,High,North,Month-to-month,42,Prepaid,Mailed,Credit Card,162.41,8040.92,314.26,DSL,138.65,Yes,No,Yes,1,22.57,1,4.05,5,Yes,Yes,9.57,10,8.98
Non-binary,24,High,East,Two-year,48,Postpaid,Paperless,Credit Card,47.77,891.68,594.65,None,159.43,No,Yes,Yes,9,39.02,9,4.39,0,Yes,Yes,4.65,2,3.87
Male,30,Low,West,Two-year,64,Postpaid,Paperless,Cash,92.27,3697.93,407.87,Fiber optic,207.66,No,Yes,No,7,33.15,3,9.45,1,Yes,No,6.45,23,3.05
Non-binary,79,Medium,South,One-year,20,Postpaid,Mailed,Cash,148.76,9226.27,51.49,Fiber optic,10.6,Yes,No,No,10,1.39,18,2.88,2,No,Yes,6.42,19,3.75
Female,60,Low,North,Two-year,20,Prepaid,Paperless,Cash,120.86,9267.26,833.57,DSL,484.2,No,Yes,Yes,5,33.05,2,1.91,0,Yes,No,8.54,5,5.47
Male,32,Medium,South,One-year,31,Prepaid,Paperless,Cash,184.84,8820.77,851.46,Fiber optic,369.06,Yes,Yes,No,9,6.77,8,1.43,1,Yes,Yes,5.38,48,1.63
Non-binary,29,Low,South,Month-to-month,1,Prepaid,Paperless,Bank Transfer,73.64,1142.81,175.48,Fiber optic,35.01,No,No,No,8,13.68,1,5.55,3,Yes,Yes,6.94,24,3.08
Male,56,Low,North,One-year,65,Prepaid,Paperless,Credit Card,167.59,4388.87,633.92,Fiber optic,258.22,Yes,No,No,3,45.12,5,2.44,5,Yes,Yes,7.39,27,6.76
Female,55,High,West,Two-year,64,Postpaid,Paperless,Cash,44.97,114.85,459.96,Fiber optic,128.9,No,No,Yes,6,33.18,18,5.86,5,No,No,3.3,33,3.3
Male,49,High,East,Two-year,3,Postpaid,Paperless,Bank Transfer,151.89,7807.78,958.83,None,82.86,No,No,No,0,20.99,11,1.32,5,Yes,No,5.18,30,8.21
Female,37,High,South,One-year,64,Postpaid,Mailed,Bank Transfer,199.62,7772.88,66.14,Fiber optic,461.11,Yes,No,Yes,3,33.32,15,2.8,1,Yes,Yes,2.38,22,0.1
Male,50,Medium,East,Two-year,1,Postpaid,Mailed,Credit Card,41.94,9178.31,379.53,None,109.58,No,Yes,No,8,47.06,8,5.96,4,Yes,Yes,6.56,26,3.21
Male,40,High,South,Two-year,40,Postpaid,Paperless,Cash,34.53,5137.91,116.03,Fiber optic,101.25,Yes,No,No,7,18.09,9,2.05,4,No,Yes,5.09,21,6.07
Female,29,Low,South,One-year,3,Postpaid,Paperless,Bank Transfer,131.41,491.76,798.14,None,231.37,No,Yes,Yes,4,37.77,14,4.31,3,Yes,No,1.33,17,1.47
Non-binary,27,High,South,Two-year,71,Prepaid,Mailed,Bank Transfer,167.35,5879.52,800.16,Fiber optic,377.78,No,Yes,Yes,4,16.99,9,2.69,0,Yes,No,4.84,21,5.94
Male,49,Low,West,One-year,69,Postpaid,Mailed,Credit Card,169.6,4706.1,525.55,Fiber optic,449.17,No,No,Yes,5,18.83,5,1.8,4,No,Yes,1.22,48,3.16
Female,32,Low,West,Two-year,25,Prepaid,Mailed,Bank Transfer,75.53,2782.72,362.89,None,340.83,Yes,Yes,Yes,8,46.9,18,3.95,3,Yes,No,9.83,1,6.92
Female,43,Medium,North,One-year,40,Prepaid,Paperless,Bank Transfer,154.89,7512.79,354.79,DSL,405.97,Yes,No,Yes,0,27.38,15,3.24,1,No,Yes,4.86,32,2.3
Male,71,Medium,East,One-year,9,Postpaid,Paperless,Bank Transfer,60.31,3714.72,738.71,Fiber optic,255.24,Yes,No,Yes,8,32.19,10,5.6,2,Yes,Yes,2.95,8,0.26
Non-binary,46,Medium,West,Month-to-month,6,Prepaid,Paperless,Credit Card,97.26,9746.11,446.66,Fiber optic,432.52,Yes,No,No,5,22.95,2,6.06,5,Yes,Yes,4.84,46,6.91
Non-binary,31,High,East,One-year,67,Prepaid,Paperless,Bank Transfer,118.15,1278.23,307,DSL,204.26,Yes,No,No,6,3.28,0,6.74,0,Yes,Yes,3.25,13,5.67
Male,68,Low,West,One-year,36,Postpaid,Mailed,Cash,48.4,744.88,227.54,DSL,441.53,No,No,No,9,31.75,2,9.54,4,No,Yes,7.6,25,5.7
Female,66,High,West,Two-year,9,Prepaid,Mailed,Credit Card,29.52,2342.61,504.22,Fiber optic,21,No,No,Yes,1,22.46,17,5.91,1,No,Yes,2.43,43,5.35
Female,71,High,East,Two-year,49,Prepaid,Mailed,Cash,151.25,8623.56,737.32,Fiber optic,470.96,No,Yes,No,3,30.75,9,8.37,1,No,No,8.54,17,3.41
Male,62,High,North,One-year,29,Postpaid,Paperless,Cash,176.03,7874.57,693.71,None,484.25,Yes,No,Yes,0,5.06,10,1.57,4,Yes,No,5.98,26,1.51
Male,21,Medium,West,Month-to-month,67,Prepaid,Mailed,Bank Transfer,167.54,9989.51,918.81,DSL,333.18,Yes,No,No,10,4.9,0,6.22,4,No,No,3.62,45,3.92
Male,21,High,South,One-year,55,Postpaid,Mailed,Credit Card,188.5,3375.32,660.9,None,314.42,No,No,No,1,30.78,16,9.17,1,Yes,Yes,8.43,4,5.45
Male,52,High,North,One-year,3,Prepaid,Mailed,Credit Card,143.3,9683.22,548.09,None,252.95,Yes,Yes,Yes,9,29.64,11,7.48,4,No,No,8.08,5,9.34
Male,73,Low,North,Two-year,34,Prepaid,Paperless,Credit Card,160.72,8783.71,213.82,DSL,376.24,No,Yes,No,10,6.29,17,3.49,5,No,No,5.98,4,8.05
Non-binary,22,Medium,West,One-year,20,Prepaid,Paperless,Cash,32.97,2063.84,188.91,None,155.15,No,No,No,10,35.99,19,3.08,2,No,No,8.81,32,4.67
Male,49,High,North,One-year,71,Postpaid,Paperless,Cash,47.15,899.48,539.75,DSL,198.35,Yes,No,No,8,12.27,6,4.73,3,Yes,Yes,9.4,41,2.46
Non-binary,63,Medium,West,Two-year,41,Postpaid,Paperless,Bank Transfer,155.44,6653.8,951.4,None,417.31,No,No,No,0,18.21,16,5.26,3,Yes,Yes,4.78,19,9.67
Female,75,Medium,East,Month-to-month,29,Postpaid,Mailed,Cash,83.64,8552.12,534.91,Fiber optic,348.71,No,Yes,No,7,31.03,19,3.88,2,Yes,Yes,3.36,31,9.92
Non-binary,77,Medium,North,Month-to-month,42,Postpaid,Mailed,Credit Card,154.48,4666.87,715.31,None,35.87,No,No,Yes,2,9.07,6,6.99,1,Yes,No,1.3,32,1.03
Male,63,Medium,South,One-year,27,Prepaid,Mailed,Credit Card,25.85,1282.46,629.82,DSL,237.58,Yes,Yes,Yes,1,8.46,7,7.82,1,No,No,7.79,18,7.42
Non-binary,63,Low,North,Month-to-month,64,Postpaid,Mailed,Credit Card,45.6,9112.99,957.01,Fiber optic,385.72,No,Yes,No,6,29.02,19,3.92,0,Yes,No,1.71,12,0.06
Non-binary,47,High,North,One-year,72,Postpaid,Mailed,Credit Card,157.52,9175.87,377.81,DSL,364.79,No,No,Yes,3,12.24,11,8.1,3,Yes,No,9.59,24,9.41
Female,31,High,North,Month-to-month,39,Prepaid,Paperless,Cash,184.9,1144.51,829.5,Fiber optic,390.93,Yes,No,No,9,26.31,8,7.05,1,No,Yes,2.05,27,1.35
Female,22,High,North,One-year,67,Postpaid,Paperless,Credit Card,82.74,9129.19,369.26,Fiber optic,22.39,No,Yes,Yes,9,20.31,19,1.98,2,Yes,No,9.87,30,1.86
Male,18,High,North,Two-year,40,Prepaid,Mailed,Credit Card,110.32,5655.13,731.85,Fiber optic,276.02,No,Yes,Yes,0,13.01,17,8.27,3,Yes,No,9.42,19,4.85
Non-binary,59,Medium,East,Month-to-month,67,Prepaid,Mailed,Credit Card,31.47,9599.68,992.85,DSL,333.66,Yes,Yes,No,2,8.46,13,4.62,2,Yes,Yes,7,20,3.65
Female,45,Low,North,One-year,55,Prepaid,Mailed,Credit Card,96.71,5401.02,288.31,None,335.35,No,Yes,No,8,8.99,13,6.92,3,Yes,Yes,9.87,23,8.31
Non-binary,73,High,East,One-year,67,Postpaid,Paperless,Credit Card,43.4,2385.71,548.85,Fiber optic,79.32,Yes,No,Yes,7,24.78,4,5.25,3,No,Yes,3,41,5.01
